AFNF01000001.1	9802	11433	27884	VFG000127(gb|NP_252235)	1	1632	1632	99.755	1632	4	0	0.0	2992	VFG000127(gb|NP_252235) (algG) outer membrane protein AlgE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000001.1	9802	11433	27884	VFG019893(gb|WP_003110465)	1	1632	1632	99.694	1632	5	0	0.0	2987	VFG019893(gb|WP_003110465) (algG) outer membrane protein AlgE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa LESB58]
AFNF01000001.1	9802	11433	27884	VFG014809(gb|WP_003138099)	1	1632	1632	99.387	1632	10	0	0.0	2959	VFG014809(gb|WP_003138099) (algG) outer membrane protein AlgE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000001.1	14219	15781	27884	VFG019899(gb|WP_003110467)	1	1563	1563	99.744	1563	4	0	0.0	2865	VFG019899(gb|WP_003110467) (algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa LESB58]
AFNF01000001.1	14219	15781	27884	VFG014845(gb|WP_003138085)	1	1563	1563	99.616	1563	6	0	0.0	2854	VFG014845(gb|WP_003138085) (algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000001.1	14219	15781	27884	VFG000130(gb|NP_252238)	1	1563	1563	99.616	1563	6	0	0.0	2854	VFG000130(gb|NP_252238) (algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000001.1	4135	5619	27884	VFG019885(gb|WP_003119545)	1	1485	1485	99.933	1485	1	0	0.0	2737	VFG019885(gb|WP_003119545) (alg8) alginate-c5-mannuronan-epimerase AlgG [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa LESB58]
AFNF01000001.1	4135	5619	27884	VFG000123(gb|NP_252231)	1	1485	1485	99.933	1485	1	0	0.0	2737	VFG000123(gb|NP_252231) (alg8) alginate-c5-mannuronan-epimerase AlgG [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000001.1	9847	11433	27884	VFG014808(gb|WP_012074766)	34	1620	1620	97.732	1587	36	0	0.0	2732	VFG014808(gb|WP_012074766) (algG) outer membrane protein AlgE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PA7]
AFNF01000001.1	14219	15781	27884	VFG014844(gb|WP_012074763)	1	1563	1563	98.145	1563	29	0	0.0	2726	VFG014844(gb|WP_012074763) (algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PA7]
AFNF01000002.1	1	1308	26819	VFG043014(gb|NP_250149)	955	2262	2262	99.847	1308	2	0	0.0	2405	VFG043014(gb|NP_250149) (PA1458) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
AFNF01000002.1	1362	2468	26819	VFG043015(gb|NP_250150)	1	1107	1107	99.819	1107	2	0	0.0	2034	VFG043015(gb|NP_250150) (PA1459) chemotaxis-specific methylesterase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
AFNF01000002.1	3310	4200	26819	VFG019879(gb|WP_012614339)	1	891	891	99.888	891	1	0	0.0	1640	VFG019879(gb|WP_012614339) (motD) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa LESB58]
AFNF01000002.1	3310	4200	26819	VFG014720(gb|NP_250152)	1	891	891	99.776	891	2	0	0.0	1635	VFG014720(gb|NP_250152) (motD) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
AFNF01000002.1	3310	4200	26819	VFG014722(gb|WP_003083090)	1	891	891	98.653	891	12	0	0.0	1580	VFG014722(gb|WP_003083090) (motD) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000002.1	2557	3297	26819	VFG019877(gb|WP_003159935)	1	741	741	100.000	741	0	0	0.0	1369	VFG019877(gb|WP_003159935) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa LESB58]
AFNF01000002.1	2557	3297	26819	VFG014707(gb|NP_250151)	1	741	741	99.865	741	1	0	0.0	1363	VFG014707(gb|NP_250151) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
AFNF01000002.1	2557	3297	26819	VFG014709(gb|WP_003083089)	1	741	741	98.785	741	9	0	0.0	1319	VFG014709(gb|WP_003083089) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000002.1	3310	4200	26819	VFG014721(gb|WP_003153720)	1	891	891	93.266	891	60	0	0.0	1314	VFG014721(gb|WP_003153720) (motD) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7]
AFNF01000002.1	2557	3297	26819	VFG014708(gb|WP_003153718)	1	741	741	94.602	741	40	0	0.0	1147	VFG014708(gb|WP_003153718) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7]
AFNF01000003.1	13402	14682	24100	VFG019932(gb|WP_012613761)	1	1281	1281	99.375	1281	8	0	0.0	2322	VFG019932(gb|WP_012613761) (rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa LESB58]
AFNF01000003.1	13402	14682	24100	VFG000155(gb|NP_252168)	1	1281	1281	99.375	1281	8	0	0.0	2322	VFG000155(gb|NP_252168) (rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
AFNF01000003.1	13402	14682	24100	VFG015044(gb|WP_003092007)	1	1281	1281	99.297	1281	9	0	0.0	2316	VFG015044(gb|WP_003092007) (rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000003.1	5950	7176	24100	VFG051821(gb|WP_003138171.1)	1227	1	1227	99.593	1227	5	0	0.0	2239	VFG051821(gb|WP_003138171.1) (tse3) type VI secretion system effector Tse3, glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000003.1	5950	7176	24100	VFG041047(gb|NP_252174)	1227	1	1227	99.511	1227	6	0	0.0	2233	VFG041047(gb|NP_252174) (tse3) type VI secretion system effector Tse3, glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
AFNF01000003.1	5950	7176	24100	VFG051818(gb|WP_003092026.1)	1227	1	1227	99.267	1227	9	0	0.0	2217	VFG051818(gb|WP_003092026.1) (tse3) type VI secretion system effector Tse3, glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa LESB58]
AFNF01000003.1	5950	7176	24100	VFG051819(gb|WP_012074797.1)	1227	1	1227	96.985	1227	37	0	0.0	2061	VFG051819(gb|WP_012074797.1) (tse3) type VI secretion system effector Tse3, glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PA7]
AFNF01000003.1	13402	14682	24100	VFG015043(gb|WP_003155939)	1	1281	1281	90.562	1282	119	2	0.0	1696	VFG015043(gb|WP_003155939) (rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]
AFNF01000003.1	12449	13336	24100	VFG019930(gb|WP_003092013)	1	888	888	100.000	888	0	0	0.0	1640	VFG019930(gb|WP_003092013) (rhlA) rhamnosyltransferase chain A [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa LESB58]
AFNF01000003.1	12449	13336	24100	VFG015041(gb|WP_003092013)	1	888	888	99.662	888	3	0	0.0	1624	VFG015041(gb|WP_003092013) (rhlA) rhamnosyltransferase chain A [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000004.1	19487	20473	23004	VFG015856(gb|NP_248716)	1	987	987	99.899	987	1	0	0.0	1818	VFG015856(gb|NP_248716) (plcB) phospholipase C [Phospholipase C (VF0914) - Exotoxin (VFC0235)] [Pseudomonas aeruginosa PAO1]
AFNF01000004.1	19487	20473	23004	VFG020046(gb|WP_012613422)	1	987	987	99.493	987	5	0	0.0	1796	VFG020046(gb|WP_012613422) (plcB) phospholipase [Phospholipase C (VF0914) - Exotoxin (VFC0235)] [Pseudomonas aeruginosa LESB58]
AFNF01000004.1	19487	20473	23004	VFG015858(gb|WP_003097316)	1	987	987	98.683	987	13	0	0.0	1751	VFG015858(gb|WP_003097316) (plcB) phospholipase [Phospholipase C (VF0914) - Exotoxin (VFC0235)] [Pseudomonas aeruginosa UCBPP-PA14]
AFNF01000004.1	19487	20473	23004	VFG015857(gb|WP_011979056)	1	987	987	95.643	987	43	0	0.0	1585	VFG015857(gb|WP_011979056) (plcB) phospholipase [Phospholipase C (VF0914) - Exotoxin (VFC0235)] [Pseudomonas aeruginosa PA7]
AFNF01000005.1	332	2407	19574	VFG042738(gb|NP_253646)	1	2076	2076	99.807	2076	4	0	0.0	3812	VFG042738(gb|NP_253646) (fimX) protein FimX [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	256	2628	18838	VFG044448(gb|NP_253341)	2373	1	2373	99.452	2373	13	0	0.0	4311	VFG044448(gb|NP_253341) (PA4652) hypothetical protein [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	2645	3433	18838	VFG044447(gb|NP_253340)	789	1	789	99.620	789	3	0	0.0	1441	VFG044447(gb|NP_253340) (PA4651) pili assembly chaperone [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	4558	5106	18838	VFG044030(gb|NP_253337)	549	1	549	100.000	549	0	0	0.0	1014	VFG044030(gb|NP_253337) (PA4648) hypothetical protein [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	3452	3994	18838	VFG044446(gb|NP_253339)	543	1	543	99.263	543	4	0	0.0	981	VFG044446(gb|NP_253339) (PA4650) hypothetical protein [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	3994	4527	18838	VFG044445(gb|NP_253338)	534	1	534	99.438	534	3	0	0.0	970	VFG044445(gb|NP_253338) (PA4649) hypothetical protein [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
AFNF01000007.1	1	259	18838	VFG044449(gb|NP_253342)	259	1	948	100.000	259	0	0	4.27e-133	479	VFG044449(gb|NP_253342) (PA4653) hypothetical protein [CupE fimbriae (VF0934) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
